Molecule Name,Target,Gene,Uniprot,CHEMBL,Target Class,Probability,Active 2D/3D
Sutherlandioside A,Protein kinase C epsilon,PRKCE,Q02156,CHEMBL3582,Kinase,0,0 /  23     
Sutherlandioside A,Protein kinase C eta,PRKCH,P24723,CHEMBL3616,Kinase,0,0 /  4     
Sutherlandioside A,Protein kinase C theta,PRKCQ,Q04759,CHEMBL3920,Kinase,0,0 /  7     
Sutherlandioside A,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,0,0 /  67     
Sutherlandioside A,Squalene synthetase,FDFT1,P37268,CHEMBL3338,Enzyme,0,0 /  15     
Sutherlandioside A,Isoleucyl-tRNA synthetase,IARS,P41252,CHEMBL3235,Enzyme,0,0 /  1     
Sutherlandioside A,Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0,0 /  3     
Sutherlandioside A,Geranylgeranyl transferase type I,PGGT1B FNTA,P53609 P49354,CHEMBL2095164,Enzyme,0,0 /  1     
Sutherlandioside A,Motilin receptor,MLNR,O43193,CHEMBL2203,Family A G protein-coupled receptor,0,0 /  7     
Sutherlandioside A,Cannabinoid receptor 1   (by homology),CNR1,P21554,CHEMBL218,Family A G protein-coupled receptor,0,0 /  3     
Sutherlandioside A,Autotaxin,ENPP2,Q13822,CHEMBL3691,Enzyme,0,0 /  11     
Sutherlandioside A,Lysophosphatidic acid receptor Edg-4,LPAR2,Q9HBW0,CHEMBL3724,Family A G protein-coupled receptor,0,0 /  8     
Sutherlandioside A,Lysophosphatidic acid receptor Edg-7   (by homology),LPAR3,Q9UBY5,CHEMBL3250,Family A G protein-coupled receptor,0,0 /  9     
Sutherlandioside A,Lysophosphatidic acid receptor Edg-2   (by homology),LPAR1,Q92633,CHEMBL3819,Family A G protein-coupled receptor,0,0 /  7     
Sutherlandioside A,Mineralocorticoid receptor,NR3C2,P08235,CHEMBL1994,Nuclear receptor,0,0 /  2     
Sutherlandioside A,Telomerase reverse transcriptase,TERT,O14746,CHEMBL2916,Enzyme,0,0 /  2     
Sutherlandioside A,Cytochrome P450 17A1,CYP17A1,P05093,CHEMBL3522,Cytochrome P450,0,0 /  5     
Sutherlandioside A,Hypoxia-inducible factor 1 alpha,HIF1A,Q16665,CHEMBL4261,Transcription factor,0,0 /  2     
Sutherlandioside A,Maltase-glucoamylase,MGAM,O43451,CHEMBL2074,Hydrolase,0,0 /  2     
Sutherlandioside A,Sucrase-isomaltase,SI,P14410,CHEMBL2748,Enzyme,0,0 /  2     
Sutherlandioside A,Norepinephrine transporter,SLC6A2,P23975,CHEMBL222,Electrochemical transporter,0,0 /  2     
Sutherlandioside A,Neurokinin 2 receptor,TACR2,P21452,CHEMBL2327,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Dopamine transporter,SLC6A3,Q01959,CHEMBL238,Electrochemical transporter,0,0 /  1     
Sutherlandioside A,Pancreatic alpha-amylase,AMY2A,P04746,CHEMBL2045,Hydrolase,0,0 /  5     
Sutherlandioside A,AMY1C,AMY1A,P04745,CHEMBL2478,Enzyme,0,0 /  2     
Sutherlandioside A,Lysosomal alpha-glucosidase,GAA,P10253,CHEMBL2608,Hydrolase,0,0 /  1     
Sutherlandioside A,Prostanoid EP4 receptor,PTGER4,P35408,CHEMBL1836,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Prostanoid EP2 receptor,PTGER2,P43116,CHEMBL1881,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Prostanoid IP receptor,PTGIR,P43119,CHEMBL1995,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Protein kinase C gamma,PRKCG,P05129,CHEMBL2938,Kinase,0,0 /  3     
Sutherlandioside A,Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0,0 /  4     
Sutherlandioside A,Proteinase-activated receptor 2,F2RL1,P55085,CHEMBL5963,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Vanilloid receptor   (by homology),TRPV1,Q8NER1,CHEMBL4794,Voltage-gated ion channel,0,0 /  3     
Sutherlandioside A,Ceramide glucosyltransferase,UGCG,Q16739,CHEMBL2063,Transferase,0,0 /  2     
Sutherlandioside A,Beta-glucocerebrosidase,GBA,P04062,CHEMBL2179,Enzyme,0,0 /  1     
Sutherlandioside A,Beta-glucosidase,GBA2,Q9HCG7,CHEMBL3761,Enzyme,0,0 /  2     
Sutherlandioside A,Proto-oncogene vav,VAV1,P15498,CHEMBL3259472,Unclassified protein,0,0 /  1     
Sutherlandioside A,Transient receptor potential cation channel subfamily V member 4   (by homology),TRPV4,Q9HBA0,CHEMBL3119,Voltage-gated ion channel,0,0 /  4     
Sutherlandioside C,Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0.0554216108,40 /  14     
Sutherlandioside C,Dopamine D1 receptor,DRD1,P21728,CHEMBL2056,Family A G protein-coupled receptor,0.0358982055,2 /  1     
Sutherlandioside C,Dopamine D2 receptor,DRD2,P14416,CHEMBL217,Family A G protein-coupled receptor,0.0358982055,127 /  1     
Sutherlandioside C,Dopamine D3 receptor,DRD3,P35462,CHEMBL234,Family A G protein-coupled receptor,0.0358982055,112 /  1     
Sutherlandioside C,Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0.0358982055,10 /  2     
Sutherlandioside C,Signal transducer and activator of transcription 3,STAT3,P40763,CHEMBL4026,Transcription factor,0.0358982055,8 /  7     
Sutherlandioside C,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,0.0358982055,122 /  1     
Sutherlandioside C,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,CHEMBL3880,Other cytosolic protein,0.0358982055,71 /  3     
Sutherlandioside C,Alpha-1a adrenergic receptor,ADRA1A,P35348,CHEMBL229,Family A G protein-coupled receptor,0.0358982055,60 /  1     
Sutherlandioside C,Serotonin 1b (5-HT1b) receptor   (by homology),HTR1B,P28222,CHEMBL1898,Family A G protein-coupled receptor,0.0358982055,11 /  1     
Sutherlandioside C,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,0.0358982055,74 /  1     
Sutherlandioside C,Cytochrome P450 2D6,CYP2D6,P10635,CHEMBL289,Cytochrome P450,0.0358982055,1 /  1     
Sutherlandioside C,Serotonin 6 (5-HT6) receptor,HTR6,P50406,CHEMBL3371,Family A G protein-coupled receptor,0.0358982055,25 /  1     
Sutherlandioside C,Alpha-1d adrenergic receptor,ADRA1D,P25100,CHEMBL223,Family A G protein-coupled receptor,0.0358982055,46 /  1     
Sutherlandioside C,Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,0.0358982055,8 /  1     
Sutherlandioside C,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,0.0358982055,13 /  1     
Sutherlandioside C,Acidic fibroblast growth factor,FGF1,P05230,CHEMBL2120,Secreted protein,0.0358982055,0 /  5     
Sutherlandioside C,Basic fibroblast growth factor,FGF2,P09038,CHEMBL3107,Secreted protein,0.0358982055,0 /  3     
Sutherlandioside C,Heparanase,HPSE,Q9Y251,CHEMBL3921,Enzyme,0.0358982055,0 /  4     
Sutherlandioside C,Alpha-2a adrenergic receptor,ADRA2A,P08913,CHEMBL1867,Family A G protein-coupled receptor,0.0358982055,8 /  1     
Sutherlandioside C,Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,0.0358982055,8 /  1     
Sutherlandioside C,Sodium/glucose cotransporter 2,SLC5A2,P31639,CHEMBL3884,Electrochemical transporter,0.0358982055,214 /  0     
Sutherlandioside C,Sodium/glucose cotransporter 1,SLC5A1,P13866,CHEMBL4979,Electrochemical transporter,0.0358982055,80 /  0     
Sutherlandioside C,Alpha-2b adrenergic receptor,ADRA2B,P18089,CHEMBL1942,Family A G protein-coupled receptor,0.0358982055,5 /  1     
Sutherlandioside C,Leukocyte adhesion glycoprotein LFA-1 alpha,ITGAL,P20701,CHEMBL1803,Adhesion,0.0358982055,4 /  0     
Sutherlandioside C,Cannabinoid receptor 1   (by homology),CNR1,P21554,CHEMBL218,Family A G protein-coupled receptor,0.0358982055,73 /  0     
Sutherlandioside C,Adenosine kinase,ADK,P55263,CHEMBL3589,Enzyme,0.0358982055,59 /  0     
Sutherlandioside C,Splicing factor 3B subunit 3,SF3B3,Q15393,CHEMBL1250378,Unclassified protein,0.0358982055,7 /  0     
Sutherlandioside C,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,Q02750,CHEMBL3587,Kinase,0.0358982055,30 /  0     
Sutherlandioside C,Equilibrative nucleoside transporter 1,SLC29A1,Q99808,CHEMBL1997,Electrochemical transporter,0.0358982055,52 /  0     
Sutherlandioside C,Renin,REN,P00797,CHEMBL286,Protease,0.0358982055,614 /  0     
Sutherlandioside C,Sphingosine 1-phosphate receptor Edg-1,S1PR1,P21453,CHEMBL4333,Family A G protein-coupled receptor,0.0358982055,86 /  0     
Sutherlandioside C,Neurokinin 2 receptor,TACR2,P21452,CHEMBL2327,Family A G protein-coupled receptor,0.0358982055,77 /  0     
Sutherlandioside C,P2X purinoceptor 3,P2RX3,P56373,CHEMBL2998,Ligand-gated ion channel,0.0358982055,68 /  0     
Sutherlandioside C,Sodium/nucleoside cotransporter 2,SLC28A2,O43868,CHEMBL5780,Electrochemical transporter,0.0358982055,15 /  0     
Sutherlandioside C,Serine/threonine-protein kinase mTOR,MTOR,P42345,CHEMBL2842,Kinase,0.0358982055,466 /  0     
Sutherlandioside C,Phosphodiesterase 5A,PDE5A,O76074,CHEMBL1827,Phosphodiesterase,0.0358982055,89 /  0     
Sutherlandioside C,Protein prune homolog,PRUNE1,Q86TP1,CHEMBL2079850,Enzyme,0.0358982055,2 /  0     
Sutherlandioside C,Phosphodiesterase 2A,PDE2A,O00408,CHEMBL2652,Phosphodiesterase,0.0358982055,22 /  0     
Sutherlandioside C,Phosphodiesterase 11A,PDE11A,Q9HCR9,CHEMBL2717,Phosphodiesterase,0.0358982055,4 /  0     
Sutherlandioside C,Phosphodiesterase 10A,PDE10A,Q9Y233,CHEMBL4409,Phosphodiesterase,0.0358982055,50 /  0     
Sutherlandioside C,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.0358982055,27 /  0     
Sutherlandioside C,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.0358982055,29 /  0     
Sutherlandioside C,Beta-secretase 1,BACE1,P56817,CHEMBL4822,Protease,0.0358982055,139 /  0     
Sutherlandioside C,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,P20839,CHEMBL1822,Oxidoreductase,0.0358982055,29 /  0     
Sutherlandioside C,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,P12268,CHEMBL2002,Oxidoreductase,0.0358982055,38 /  0     
Sutherlandioside C,c-Jun N-terminal kinase 1,MAPK8,P45983,CHEMBL2276,Kinase,0.0358982055,70 /  0     
Sutherlandioside C,c-Jun N-terminal kinase 2,MAPK9,P45984,CHEMBL4179,Kinase,0.0358982055,30 /  0     
Sutherlandioside C,Glycine receptor subunit alpha-1,GLRA1,P23415,CHEMBL5845,Ligand-gated ion channel,0.0358982055,0 /  11     
Sutherlandioside C,Glycine receptor subunit alpha-2,GLRA2,P23416,CHEMBL5871,Ligand-gated ion channel,0.0358982055,0 /  8     
Sutherlandioside C,Sigma opioid receptor,SIGMAR1,Q99720,CHEMBL287,Membrane receptor,0.0358982055,8 /  0     
Sutherlandioside C,Galectin-4,LGALS4,P56470,CHEMBL1671608,Other cytosolic protein,0.0358982055,0 /  2     
Sutherlandioside C,Galectin-8,LGALS8,O00214,CHEMBL5475,Other cytosolic protein,0.0358982055,0 /  2     
Sutherlandioside C,Nerve growth factor receptor Trk-A,NTRK1,P04629,CHEMBL2815,Kinase,0.0358982055,85 /  0     
Sutherlandioside C,Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,0.0358982055,230 /  0     
Sutherlandioside C,MAP kinase ERK2,MAPK1,P28482,CHEMBL4040,Kinase,0.0358982055,132 /  0     
Sutherlandioside C,CDK2/Cyclin A,CCNA2 CDK2,P20248 P24941,CHEMBL3038469,Kinase,0.0358982055,42 /  0     
Sutherlandioside C,Pyruvate dehydrogenase kinase isoform 1,PDK1,Q15118,CHEMBL4766,Kinase,0.0358982055,19 /  0     
Sutherlandioside C,Coagulation factor IX,F9,P00740,CHEMBL2016,Protease,0.0358982055,8 /  0     
Sutherlandioside C,Coagulation factor VII,F7,P08709,CHEMBL3991,Protease,0.0358982055,18 /  0     
Sutherlandioside C,MAP kinase signal-integrating kinase 2,MKNK2,Q9HBH9,CHEMBL4204,Kinase,0.0358982055,35 /  0     
Sutherlandioside C,Thymidylate synthase   (by homology),TYMS,P04818,CHEMBL1952,Transferase,0.0358982055,113 /  0     
Sutherlandioside C,ADAM17,ADAM17,P78536,CHEMBL3706,Protease,0.0358982055,31 /  0     
Sutherlandioside C,Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.0358982055,388 /  0     
Sutherlandioside C,Adenosine A2a receptor   (by homology),ADORA2A,P29274,CHEMBL251,Family A G protein-coupled receptor,0.0358982055,170 /  0     
Sutherlandioside C,Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.0358982055,163 /  0     
Sutherlandioside C,Mitogen-activated protein kinase kinase kinase 14,MAP3K14,Q99558,CHEMBL5888,Kinase,0.0358982055,179 /  0     
Sutherlandioside C,Macrophage colony stimulating factor receptor   (by homology),CSF1R,P07333,CHEMBL1844,Kinase,0,76 /  0     
Sutherlandioside C,PI3-kinase p110-beta subunit,PIK3CB,P42338,CHEMBL3145,Enzyme,0,79 /  0     
Sutherlandioside C,FK506-binding protein 1A,FKBP1A,P62942,CHEMBL1902,Isomerase,0,84 /  0     
Sutherlandioside C,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,CHEMBL235,Nuclear receptor,0,73 /  0     
Sutherlandioside C,Delta opioid receptor   (by homology),OPRD1,P41143,CHEMBL236,Family A G protein-coupled receptor,0,382 /  0     
Sutherlandioside C,Growth factor receptor-bound protein 2,GRB2,P62993,CHEMBL3663,Other cytosolic protein,0,59 /  0     
Sutherlandioside C,Calpain 1,CAPN1,P07384,CHEMBL3891,Protease,0,21 /  0     
Sutherlandioside C,Receptor-type tyrosine-protein phosphatase alpha,PTPRA,P18433,CHEMBL3918,Phosphatase,0,8 /  0     
Sutherlandioside C,Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,0,13 /  0     
Sutherlandioside C,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0,146 /  0     
Sutherlandioside C,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0,43 /  0     
Sutherlandioside C,Type-1 angiotensin II receptor   (by homology),AGTR1,P30556,CHEMBL227,Family A G protein-coupled receptor,0,71 /  0     
Sutherlandioside C,Cathepsin (B and K),CTSB,P07858,CHEMBL4072,Protease,0,22 /  0     
Sutherlandioside C,Tyrosine-protein kinase receptor TYRO3,TYRO3,Q06418,CHEMBL5314,Kinase,0,33 /  0     
Sutherlandioside C,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0,61 /  0     
Sutherlandioside C,Immunoglobulin epsilon Fc receptor,FCER2,P06734,CHEMBL2940,Membrane receptor,0,5 /  0     
Sutherlandioside C,Matrix metalloproteinase 1,MMP1,P03956,CHEMBL332,Protease,0,104 /  0     
Sutherlandioside C,T-cell protein-tyrosine phosphatase,PTPN2,P17706,CHEMBL3807,Phosphatase,0,35 /  0     
Sutherlandioside C,Leukotriene B4 receptor 1,LTB4R,Q15722,CHEMBL3911,Family A G protein-coupled receptor,0,35 /  0     
Sutherlandioside C,Ephrin receptor,EPHB4,P54760,CHEMBL5147,Kinase,0,31 /  0     
Sutherlandioside C,Platelet activating factor receptor,PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0,4 /  11     
Sutherlandioside C,ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0,55 /  0     
Sutherlandioside C,Serine/threonine-protein kinase Chk1,CHEK1,O14757,CHEMBL4630,Kinase,0,84 /  0     
Sutherlandioside C,Proto-oncogene tyrosine-protein kinase ROS,ROS1,P08922,CHEMBL5568,Kinase,0,20 /  0     
Sutherlandioside C,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0,57 /  1     
Sutherlandioside C,Anandamide amidohydrolase,FAAH,O00519,CHEMBL2243,Enzyme,0,22 /  0     
Sutherlandioside C,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,CHEMBL239,Nuclear receptor,0,20 /  0     
Sutherlandioside C,Cannabinoid receptor 2   (by homology),CNR2,P34972,CHEMBL253,Family A G protein-coupled receptor,0,76 /  0     
Sutherlandioside C,Glycogen synthase kinase-3 beta,GSK3B,P49841,CHEMBL262,Kinase,0,33 /  0     
Sutherlandioside C,Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0,63 /  0     
Sutherlandioside C,Fanconi anemia group F protein,FANCF,Q9NPI8,CHEMBL2157856,Unclassified protein,0,1 /  0     
Sutherlandioside C,Serine/threonine-protein kinase Sgk1,SGK1,O00141,CHEMBL2343,Kinase,0,7 /  0     
Sutherlandioside C,Tyrosine-protein kinase JAK1,JAK1,P23458,CHEMBL2835,Kinase,0,72 /  0     
Sutherlandioside D,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0.0747179265,204 /  22     
Sutherlandioside D,Apoptosis regulator Bcl-X,BCL2L1,Q07817,CHEMBL4625,Other ion channel,0.0556479503,63 /  3     
Sutherlandioside D,11-beta-hydroxysteroid dehydrogenase 2,HSD11B2,P80365,CHEMBL3746,Enzyme,0.0556479503,2 /  10     
Sutherlandioside D,Signal transducer and activator of transcription 3,STAT3,P40763,CHEMBL4026,Transcription factor,0.0556479503,21 /  7     
Sutherlandioside D,Matrix metalloproteinase 9,MMP9,P14780,CHEMBL321,Protease,0.0556479503,200 /  1     
Sutherlandioside D,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0.0556479503,57 /  34     
Sutherlandioside D,Thrombin,F2,P00734,CHEMBL204,Protease,0.0556479503,140 /  8     
Sutherlandioside D,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0.0556479503,47 /  71     
Sutherlandioside D,Programmed cell death 1 ligand 1,CD274,Q9NZQ7,CHEMBL3580522,Unclassified protein,0.0556479503,3 /  0     
Sutherlandioside D,MAP kinase p38 alpha,MAPK14,Q16539,CHEMBL260,Kinase,0.0556479503,295 /  0     
Sutherlandioside D,Beta-glucocerebrosidase   (by homology),GBA,P04062,CHEMBL2179,Enzyme,0.0556479503,72 /  0     
Sutherlandioside D,Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.0556479503,957 /  0     
Sutherlandioside D,Sodium/glucose cotransporter 2,SLC5A2,P31639,CHEMBL3884,Electrochemical transporter,0.0556479503,848 /  0     
Sutherlandioside D,Sodium/glucose cotransporter 1,SLC5A1,P13866,CHEMBL4979,Electrochemical transporter,0.0556479503,222 /  0     
Sutherlandioside D,Phosphodiesterase 5A,PDE5A,O76074,CHEMBL1827,Phosphodiesterase,0.0556479503,180 /  0     
Sutherlandioside D,Phosphodiesterase 6A,PDE6A,P16499,CHEMBL3878,Phosphodiesterase,0.0556479503,28 /  0     
Sutherlandioside D,Nerve growth factor receptor Trk-A,NTRK1,P04629,CHEMBL2815,Kinase,0.0556479503,159 /  0     
Sutherlandioside D,Serine/threonine-protein kinase mTOR,MTOR,P42345,CHEMBL2842,Kinase,0.0556479503,702 /  0     
Sutherlandioside D,Macrophage colony stimulating factor receptor,CSF1R,P07333,CHEMBL1844,Kinase,0.0556479503,111 /  0     
Sutherlandioside D,Bcl-2-related protein A1   (by homology),BCL2A1,Q16548,CHEMBL6044,Unclassified protein,0.0556479503,9 /  0     
Sutherlandioside D,Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0.0556479503,19 /  2     
Sutherlandioside D,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.0556479503,329 /  0     
Sutherlandioside D,Matrix metalloproteinase 1,MMP1,P03956,CHEMBL332,Protease,0.0556479503,232 /  0     
Sutherlandioside D,Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,0.0556479503,303 /  0     
Sutherlandioside D,Matrix metalloproteinase 14,MMP14,P50281,CHEMBL3869,Protease,0.0556479503,84 /  0     
Sutherlandioside D,Muscarinic acetylcholine receptor M1,CHRM1,P11229,CHEMBL216,Family A G protein-coupled receptor,0.0556479503,56 /  0     
Sutherlandioside D,Adenosine kinase,ADK,P55263,CHEMBL3589,Enzyme,0.0556479503,123 /  0     
Sutherlandioside D,NAD-dependent deacetylase sirtuin 2,SIRT2,Q8IXJ6,CHEMBL4462,Eraser,0.0556479503,7 /  0     
Sutherlandioside D,Cathepsin L,CTSL,P07711,CHEMBL3837,Protease,0.0556479503,69 /  0     
Sutherlandioside D,Cathepsin (B and K),CTSB,P07858,CHEMBL4072,Protease,0.0556479503,36 /  0     
Sutherlandioside D,Sodium/nucleoside cotransporter 2,SLC28A2,O43868,CHEMBL5780,Electrochemical transporter,0.0556479503,21 /  0     
Sutherlandioside D,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,CHEMBL1075104,Kinase,0.0556479503,36 /  0     
Sutherlandioside D,Protein Mdm4,MDM4,O15151,CHEMBL1255126,Unclassified protein,0.0556479503,3 /  0     
Sutherlandioside D,p53-binding protein Mdm-2,MDM2,Q00987,CHEMBL5023,Other nuclear protein,0.0556479503,92 /  0     
Sutherlandioside D,Perforin-1,PRF1,P14222,CHEMBL5480,Other ion channel,0.0556479503,15 /  0     
Sutherlandioside D,Sodium/potassium-transporting ATPase alpha-1 chain,ATP1A1,P05023,CHEMBL1807,Primary active transporter,0.0556479503,0 /  1     
Sutherlandioside D,c-Jun N-terminal kinase 1,MAPK8,P45983,CHEMBL2276,Kinase,0.0556479503,156 /  0     
Sutherlandioside D,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0.0556479503,112 /  0     
Sutherlandioside D,Phosphodiesterase 3,PDE3A,Q14432,CHEMBL241,Phosphodiesterase,0.0556479503,9 /  0     
Sutherlandioside D,Phosphodiesterase 3B,PDE3B,Q13370,CHEMBL290,Phosphodiesterase,0.0556479503,6 /  0     
Sutherlandioside D,PI3-kinase p110-alpha subunit,PIK3CA,P42336,CHEMBL4005,Enzyme,0.0556479503,628 /  0     
Sutherlandioside D,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0.0556479503,400 /  1     
Sutherlandioside D,Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.0556479503,13 /  0     
Sutherlandioside D,Growth factor receptor-bound protein 2,GRB2,P62993,CHEMBL3663,Other cytosolic protein,0.0556479503,43 /  0     
Sutherlandioside D,Pyruvate dehydrogenase kinase isoform 1,PDK1,Q15118,CHEMBL4766,Kinase,0.0556479503,21 /  0     
Sutherlandioside D,G protein-coupled receptor kinase 7,GRK7,Q8WTQ7,CHEMBL1075133,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Serine/threonine-protein kinase 38,STK38,Q15208,CHEMBL1075155,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Homeodomain-interacting protein kinase 4,HIPK4,Q8NE63,CHEMBL1075167,Kinase,0.0556479503,7 /  0     
Sutherlandioside D,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,O75460,CHEMBL1163101,Enzyme,0.0556479503,10 /  0     
Sutherlandioside D,Serine/threonine-protein kinase OSR1,OXSR1,O95747,CHEMBL1163104,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,STE20/SPS1-related proline-alanine-rich protein kinase,STK39,Q9UEW8,CHEMBL1163108,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Mitogen-activated protein kinase kinase kinase 13,MAP3K13,O43283,CHEMBL1163124,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Serine/threonine-protein kinase ICK,ICK,Q9UPZ9,CHEMBL1163126,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Mitogen-activated protein kinase kinase kinase 15,MAP3K15,Q6ZN16,CHEMBL1163127,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Microtubule-associated serine/threonine-protein kinase 1,MAST1,Q9Y2H9,CHEMBL1163128,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Serine/threonine-protein kinase SBK1,SBK1,Q52WX2,CHEMBL1163129,Kinase,0.0556479503,3 /  0     
Sutherlandioside D,Hormonally up-regulated neu tumor-associated kinase,HUNK,P57058,CHEMBL1795165,Enzyme,0.0556479503,3 /  0     
Sutherlandioside D,Tyrosine-protein kinase FYN,FYN,P06241,CHEMBL1841,Kinase,0.0556479503,12 /  0     
Sutherlandioside D,Tyrosine-protein kinase ABL,ABL1,P00519,CHEMBL1862,Kinase,0.0556479503,103 /  0     
Sutherlandioside D,Vascular endothelial growth factor receptor 1,FLT1,P17948,CHEMBL1868,Kinase,0.0556479503,38 /  0     
Sutherlandioside D,Serine/threonine-protein kinase PRP4 homolog,PRPF4B,Q13523,CHEMBL1908382,Enzyme,0.0556479503,1 /  0     
Sutherlandioside D,SNF-related serine/threonine-protein kinase,SNRK,Q9NRH2,CHEMBL1908384,Enzyme,0.0556479503,1 /  0     
Sutherlandioside D,Dual serine/threonine and tyrosine protein kinase,DSTYK,Q6XUX3,CHEMBL1908386,Enzyme,0.0556479503,3 /  0     
Sutherlandioside D,Mitogen-activated protein kinase kinase kinase 12,MAP3K12,Q12852,CHEMBL1908389,Enzyme,0.0556479503,50 /  0     
Sutherlandioside D,Platelet-derived growth factor receptor beta,PDGFRB,P09619,CHEMBL1913,Kinase,0.0556479503,60 /  0     
Sutherlandioside D,Stem cell growth factor receptor,KIT,P10721,CHEMBL1936,Kinase,0.0556479503,66 /  0     
Sutherlandioside D,Vascular endothelial growth factor receptor 3,FLT4,P35916,CHEMBL1955,Kinase,0.0556479503,24 /  0     
Sutherlandioside D,Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0.0556479503,116 /  0     
Sutherlandioside D,Insulin receptor,INSR,P06213,CHEMBL1981,Kinase,0.0556479503,42 /  0     
Sutherlandioside D,Platelet-derived growth factor receptor alpha,PDGFRA,P16234,CHEMBL2007,Kinase,0.0556479503,9 /  0     
Sutherlandioside D,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.0556479503,363 /  0     
Sutherlandioside D,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,RET,P07949,CHEMBL2041,Kinase,0.0556479503,29 /  0     
Sutherlandioside D,Tyrosine-protein kinase YES,YES1,P07947,CHEMBL2073,Kinase,0.0556479503,12 /  0     
Sutherlandioside D,Cyclin-dependent kinase 2/cyclin E,CCNE2 CDK2 CCNE1,O96020 P24941 P24864,CHEMBL2094126,Other cytosolic protein,0.0556479503,47 /  0     
Sutherlandioside D,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,P46734,CHEMBL2109,Kinase,0.0556479503,1 /  0     
